dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
long-method,log4j-1.2.16,org.apache.log4j.pattern,BridgePatternParser,parse(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,2.0,2.0,0.0,21.0,3130.0,34617.0,21.0,4.0,1.0,0.0,0.0,37.0,296.0,0.0,0.0,0.0,0.0,19.0,143.0,1724.0,2.0,157.0,2118.0,2.0,0.0,22.0,22.0,1.0,2.0,2.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
long-method,log4j-1.2.16,org.apache.log4j.pattern,ThreadPatternConverter,ThreadPatternConverter(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,31.0,3130.0,34617.0,31.0,6.0,0.0,0.0,1.0,37.0,296.0,0.0,0.0,0.0,0.0,19.0,143.0,1724.0,3.0,157.0,2118.0,3.0,0.0,22.0,11.0,0.0,3.0,3.0,1.0,0.0,other,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,public
long-method,log4j-1.2.16,org.apache.log4j.spi,LocationInfo,LocationInfo(ThrowableString),3.0,2.0,2.0,2.0,1.0,4.0,7.0,114.0,22.0,0.0,14.0,0.0,30.0,0.875,1.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,8.333333333333334,6.142857142857143,0.0,2.0,2.0,1.0,1.0,1.0,255.0,1832.0,34617.0,356.0,0.0,0.0,4.0,16.0,11.0,296.0,0.0,0.0,1.0,13.0,19.0,127.0,1724.0,3.0,161.0,2118.0,7.0,3.0,22.0,9.0,1.0,25.0,43.0,0.2222222222222222,0.0,other,3.0,0.0,3.0,5.0,11.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,6.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0,6.0,1.0,1.0,public
long-method,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,isValidConnectString(String),1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,24.0,3219.0,28583.0,24.0,0.0,0.0,0.0,1.0,12.0,223.0,0.0,2.0,0.0,2.0,38.0,471.0,2592.0,2.0,549.0,2989.0,2.0,1.0,13.0,3.0,1.0,4.0,4.0,0.0,0.0,abstract,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,public
long-method,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,createConnection(String),1.0,1.0,2.0,0.0,0.0,2.0,2.0,15.0,3.0,0.0,5.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,24.0,3219.0,28583.0,24.0,0.0,0.0,0.0,1.0,12.0,223.0,0.0,2.0,0.0,2.0,38.0,471.0,2592.0,2.0,549.0,2989.0,2.0,1.0,13.0,3.0,1.0,4.0,4.0,0.0,0.0,abstract,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,public
long-method,axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,getBinaryStream(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,3219.0,28583.0,58.0,0.0,0.0,0.0,0.0,12.0,223.0,0.0,1.0,1.0,2.0,38.0,471.0,2592.0,11.0,549.0,2989.0,11.0,0.0,13.0,11.0,0.0,11.0,11.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,public
long-method,axion-1.0-M2,org.axiondb.engine,BaseArrayIndex,supportsOperator(ComparisonOperator),1.0,1.0,0.0,7.0,3.0,0.0,3.0,19.0,7.0,3.0,1.0,2.0,8.0,0.14285714285714285,4.0,3.0,1.0,0.0,5.0,2.0,0.8,0.0,3.125,3.0,13.0,16.0,16.0,3.0,14.0,0.875,169.0,5633.0,28583.0,174.0,0.0,0.0,1.0,2.0,51.0,223.0,0.0,2.0,1.0,0.0,38.0,458.0,2592.0,16.0,510.0,2989.0,17.0,0.0,13.0,40.0,0.14285714285714285,50.0,51.0,0.0,0.0,abstract,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,10.0,14.0,0.0,public
long-method,axion-1.0-M2,org.axiondb.parser,AxionSqlParser,SqlTableList(FromNode),1.0,1.0,0.0,5.0,1.0,0.0,3.0,26.0,5.0,0.0,3.0,0.0,13.0,0.16666666666666666,1.0,1.0,1.0,3.0,5.0,0.0,0.2,0.0,6.518324607329843,6.494791666666667,55.0,49.0,56.0,1.0,43.0,0.7428737638161722,2993.0,5347.0,28583.0,3001.0,0.0,0.0,1.0,9.0,6.0,223.0,0.0,0.0,2.0,2.0,38.0,260.0,2592.0,191.0,264.0,2989.0,192.0,4.0,13.0,286.0,0.950925925925926,1245.0,1247.0,0.9438202247191011,0.0,other,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,4.0,184.0,183.0,1.0,8.0,8.0,0.0,1.0,0.0,6.0,107.0,0.0,0.0,85.0,187.0,1.0,public
long-method,axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,processFromTree(FromNodeDatabase),3.0,2.0,0.0,14.0,4.0,0.0,6.0,164.0,39.0,0.0,25.0,0.0,46.0,0.2222222222222222,13.0,16.0,4.0,2.0,26.0,0.0,0.5,0.0,5.24,3.9473684210526314,21.0,39.0,49.0,2.0,29.0,0.9268680445151034,637.0,2074.0,28583.0,745.0,0.0,0.0,13.0,17.0,17.0,223.0,0.0,0.0,0.0,0.0,38.0,145.0,2592.0,25.0,207.0,2989.0,38.0,0.0,13.0,130.0,0.32763532763532766,131.0,150.0,0.0,0.0,other,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,17.0,10.0,0.0,1.0,27.0,24.0,0.0,public
long-method,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,AnnealingLayoutSettings(AnnealingLayoutAlgorithmboolean),1.0,2.0,2.0,0.0,0.0,2.0,1.0,124.0,1.0,0.0,11.0,0.0,46.0,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,1.6603773584905661,1.5280898876404494,3.0,1.0,4.0,5.0,5.0,0.9595829428303655,1633.0,12877.0,33431.0,2078.0,520.0,0.0,36.0,97.0,50.0,426.0,4.0,0.0,1.0,1.0,16.0,400.0,1530.0,53.0,545.0,1879.0,89.0,34.0,22.0,94.0,0.11512605042016806,88.0,136.0,0.29292929292929293,0.0,other,34.0,0.0,34.0,63.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,89.0,0.0,2.0,0.0,59.0,3.0,2.0,21.0,65.0,52.0,0.0,public
long-method,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,revert(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6603773584905661,1.5280898876404494,3.0,1.0,4.0,5.0,5.0,0.9595829428303655,1633.0,12877.0,33431.0,2078.0,520.0,0.0,36.0,97.0,50.0,426.0,4.0,0.0,1.0,1.0,16.0,400.0,1530.0,53.0,545.0,1879.0,89.0,34.0,22.0,94.0,0.11512605042016806,88.0,136.0,0.29292929292929293,0.0,other,34.0,0.0,34.0,63.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,89.0,0.0,2.0,0.0,59.0,3.0,2.0,21.0,65.0,52.0,0.0,public
long-method,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,initComponents(),1.0,0.0,0.0,1.0,1.0,0.0,3.0,722.0,9.0,0.0,32.0,0.0,98.0,0.9848484848484849,3.0,3.0,65.0,8.0,3.0,0.0,1.0,0.0,1.6603773584905661,1.5280898876404494,3.0,1.0,4.0,5.0,5.0,0.9595829428303655,1633.0,12877.0,33431.0,2078.0,520.0,0.0,36.0,97.0,50.0,426.0,4.0,0.0,1.0,1.0,16.0,400.0,1530.0,53.0,545.0,1879.0,89.0,34.0,22.0,94.0,0.11512605042016806,88.0,136.0,0.29292929292929293,0.0,other,34.0,0.0,34.0,63.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,89.0,0.0,2.0,0.0,59.0,3.0,2.0,21.0,65.0,52.0,0.0,public
long-method,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,GEMLayoutSettings,setOptimizationConfiguration(Properties),1.0,1.0,0.0,30.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,33.0,0.03225806451612903,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.507936507936508,1.290909090909091,33.0,3.0,11.0,5.0,12.0,0.9688629413400056,1312.0,12877.0,33431.0,1834.0,519.0,1.0,47.0,99.0,50.0,426.0,9.0,0.0,1.0,1.0,16.0,400.0,1530.0,63.0,545.0,1879.0,110.0,47.0,22.0,124.0,0.14231805929919136,95.0,142.0,0.3333333333333333,0.0,other,47.0,0.0,47.0,52.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,51.0,3.0,1.0,16.0,91.0,62.0,0.0,public
long-method,jgraphpad-5.10.0.2,org.microplatform.gui,org.microplatform.gui.MDIContainer$1,construct(),1.0,0.0,0.0,10.0,3.0,0.0,2.0,29.0,2.0,1.0,1.0,2.0,12.0,0.0,4.0,7.0,0.0,0.0,9.0,2.0,0.4444444444444444,0.0,2.0,2.0,10.0,5.0,7.0,2.0,4.0,0.0,31.0,713.0,33431.0,31.0,8.0,0.0,0.0,0.0,9.0,426.0,1.0,0.0,0.0,0.0,16.0,49.0,1530.0,1.0,67.0,1879.0,1.0,0.0,22.0,20.0,1.0,2.0,2.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
long-method,jext-5.0,org.jext.textarea,CsWord,CsWord(intint),1.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,13.0,13.0,0.0,3.0,2.0,2.0,1.0,1.0,129.0,348.0,34855.0,129.0,7.0,0.0,0.0,7.0,9.0,485.0,0.0,0.0,0.0,0.0,19.0,18.0,1864.0,2.0,18.0,2169.0,2.0,5.0,37.0,12.0,1.0,26.0,26.0,0.2857142857142857,0.0,other,5.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,public
long-method,jext-5.0,org.jext.project,DefaultProjectManager,jextEventFired(JextEvent),1.0,1.0,0.0,9.0,3.0,0.0,3.0,21.0,8.0,0.0,1.0,0.0,12.0,0.18181818181818182,6.0,4.0,2.0,1.0,7.0,0.0,0.8571428571428571,0.0,2.75,2.3636363636363638,13.0,10.0,13.0,2.0,11.0,0.78,320.0,935.0,34855.0,353.0,3.0,0.0,3.0,5.0,7.0,485.0,2.0,0.0,1.0,4.0,19.0,56.0,1864.0,8.0,68.0,2169.0,11.0,0.0,37.0,32.0,0.42857142857142855,22.0,26.0,0.6666666666666666,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,9.0,7.0,0.0,public
long-method,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,_formatPackage(String),1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54149377593361,5.460285132382892,6.0,7.0,10.0,1.0,5.0,0.9796441653584511,6929.0,10474.0,58364.0,6989.0,0.0,0.0,9.0,39.0,9.0,107.0,2.0,0.0,2.0,1.0,10.0,583.0,3159.0,482.0,596.0,3309.0,491.0,3.0,19.0,503.0,0.8633720930232558,2671.0,2681.0,0.9124087591240876,0.0,other,1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,112.0,112.0,0.0,379.0,378.0,1.0,1.0,0.0,36.0,357.0,0.0,0.0,134.0,477.0,1.0,public
long-method,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,parse(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.54149377593361,5.460285132382892,6.0,7.0,10.0,1.0,5.0,0.9796441653584511,6929.0,10474.0,58364.0,6989.0,0.0,0.0,9.0,39.0,9.0,107.0,2.0,0.0,2.0,1.0,10.0,583.0,3159.0,482.0,596.0,3309.0,491.0,3.0,19.0,503.0,0.8633720930232558,2671.0,2681.0,0.9124087591240876,0.0,other,1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,112.0,112.0,0.0,379.0,378.0,1.0,1.0,0.0,36.0,357.0,0.0,0.0,134.0,477.0,1.0,public
long-method,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,parseImportUnit(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.54149377593361,5.460285132382892,6.0,7.0,10.0,1.0,5.0,0.9796441653584511,6929.0,10474.0,58364.0,6989.0,0.0,0.0,9.0,39.0,9.0,107.0,2.0,0.0,2.0,1.0,10.0,583.0,3159.0,482.0,596.0,3309.0,491.0,3.0,19.0,503.0,0.8633720930232558,2671.0,2681.0,0.9124087591240876,0.0,other,1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,112.0,112.0,0.0,379.0,378.0,1.0,1.0,0.0,36.0,357.0,0.0,0.0,134.0,477.0,1.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,XMLSchedulingDataProcessor(ClassLoadHelper),1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.2631578947368425,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,initDocumentParser(),1.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,4.2631578947368425,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,resolveSchemaSource(),1.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,2.0,0.0,3.0,0.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,4.2631578947368425,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,process(InputSource),3.0,1.0,0.0,8.0,3.0,0.0,4.0,244.0,41.0,0.0,59.0,0.0,84.0,0.5789473684210527,7.0,8.0,11.0,6.0,15.0,0.0,0.4666666666666667,0.0,4.2631578947368425,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,scheduleJobs(Scheduler),3.0,1.0,0.0,6.0,2.0,0.0,8.0,176.0,41.0,0.0,14.0,0.0,21.0,0.14285714285714285,5.0,15.0,1.0,5.0,22.0,0.0,0.22727272727272727,0.0,4.2631578947368425,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,clusterRecover(ConnectionList),3.0,2.0,0.0,18.0,6.0,0.0,8.0,163.0,16.0,0.0,22.0,0.0,56.0,0.3333333333333333,9.0,18.0,9.0,4.0,31.0,0.0,0.2903225806451613,0.0,3.194915254237288,2.770700636942675,43.0,31.0,181.0,1.0,69.0,0.9896449704142012,3392.0,12094.0,52319.0,3877.0,0.0,0.0,39.0,39.0,71.0,280.0,46.0,2.0,2.0,7.0,36.0,469.0,2438.0,118.0,560.0,2923.0,157.0,0.0,44.0,366.0,0.24011007911936705,377.0,435.0,0.0,0.0,abstract,6.0,1.0,5.0,32.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,155.0,157.0,0.0,0.0,0.0,22.0,4.0,17.0,62.0,91.0,118.0,0.0,public
long-method,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,getBitRate(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2,3.4444444444444446,0.0,0.0,0.0,1.0,0.0,0.9535714285714285,161.0,1005.0,38451.0,177.0,0.0,1.0,4.0,35.0,8.0,297.0,0.0,0.0,0.0,1.0,25.0,30.0,2257.0,5.0,38.0,2742.0,9.0,14.0,33.0,9.0,0.5357142857142857,26.0,31.0,0.21739130434782608,0.0,other,19.0,0.0,19.0,14.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,9.0,4.0,1.0,public
long-method,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,getSampleRate(),1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2,3.4444444444444446,0.0,0.0,0.0,1.0,0.0,0.9535714285714285,161.0,1005.0,38451.0,177.0,0.0,1.0,4.0,35.0,8.0,297.0,0.0,0.0,0.0,1.0,25.0,30.0,2257.0,5.0,38.0,2742.0,9.0,14.0,33.0,9.0,0.5357142857142857,26.0,31.0,0.21739130434782608,0.0,other,19.0,0.0,19.0,14.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,9.0,4.0,1.0,public
long-method,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,isStereo(),1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.2,3.4444444444444446,0.0,0.0,0.0,1.0,0.0,0.9535714285714285,161.0,1005.0,38451.0,177.0,0.0,1.0,4.0,35.0,8.0,297.0,0.0,0.0,0.0,1.0,25.0,30.0,2257.0,5.0,38.0,2742.0,9.0,14.0,33.0,9.0,0.5357142857142857,26.0,31.0,0.21739130434782608,0.0,other,19.0,0.0,19.0,14.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,9.0,4.0,1.0,public
long-method,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Helper,getSoundDefinition(InputStream),1.0,1.0,0.0,8.0,2.0,0.0,3.0,39.0,7.0,0.0,9.0,0.0,16.0,0.0,2.0,4.0,0.0,0.0,6.0,0.0,0.3333333333333333,1.0,5.666666666666667,5.666666666666667,11.0,6.0,8.0,1.0,5.0,0.0,142.0,1005.0,38451.0,142.0,0.0,0.0,0.0,0.0,8.0,297.0,0.0,0.0,0.0,1.0,25.0,30.0,2257.0,3.0,38.0,2742.0,3.0,0.0,33.0,16.0,0.0,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,public
long-method,velocity-1.6.4,org.apache.velocity.convert,WebMacro,convert(String),1.0,1.0,0.0,0.0,0.0,0.0,3.0,30.0,4.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,269.0,269.0,55590.0,269.0,0.0,0.0,0.0,3.0,1.0,388.0,0.0,0.0,0.0,0.0,47.0,8.0,2678.0,8.0,8.0,2957.0,8.0,0.0,33.0,9.0,1.0,24.0,24.0,1.0,0.0,other,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,8.0,2.0,public
long-method,velocity-1.6.4,org.apache.velocity.convert,WebMacro,writeTemplate(StringStringString),1.0,3.0,0.0,0.0,0.0,0.0,4.0,58.0,7.0,0.0,11.0,0.0,11.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,269.0,269.0,55590.0,269.0,0.0,0.0,0.0,3.0,1.0,388.0,0.0,0.0,0.0,0.0,47.0,8.0,2678.0,8.0,8.0,2957.0,8.0,0.0,33.0,9.0,1.0,24.0,24.0,1.0,0.0,other,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,8.0,2.0,public
long-method,velocity-1.6.4,org.apache.velocity.convert,WebMacro,extractPath(String),1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,269.0,269.0,55590.0,269.0,0.0,0.0,0.0,3.0,1.0,388.0,0.0,0.0,0.0,0.0,47.0,8.0,2678.0,8.0,8.0,2957.0,8.0,0.0,33.0,9.0,1.0,24.0,24.0,1.0,0.0,other,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,8.0,2.0,public
